epoch_no,drep_view,new_delegators,new_delegators_lag2
510,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
511,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
512,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
513,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
514,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
515,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
516,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
517,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
518,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
519,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
520,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
521,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
522,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
523,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
524,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
525,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
526,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
527,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
528,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
529,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
530,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
531,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
532,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
533,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
534,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
535,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
536,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
537,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
538,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
539,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
540,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
541,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
542,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
543,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
544,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
545,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
546,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
547,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
548,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
549,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
550,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
551,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
552,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
553,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
554,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
555,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
556,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
557,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
558,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
559,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
560,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
561,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
562,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
563,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
564,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
565,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
566,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
567,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
568,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
569,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
570,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
571,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
572,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
573,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
574,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,1,0
575,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
576,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,1
577,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
578,drep1aqk0fkrjsj7fezkdm78rlh7yjcd270hmsuayq5fnh9wvwrscq2t,0,0
508,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
509,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
510,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
511,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
512,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
513,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
514,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
515,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
516,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
517,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
518,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
519,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
520,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
521,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
522,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
523,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
524,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
525,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
526,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
527,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
528,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
529,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
530,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
531,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,5,0
532,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,7,0
533,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,5
534,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,3,7
535,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,7,0
536,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,3
537,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,7
538,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,6,1
539,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,1
540,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,6
541,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
542,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
543,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,3,0
544,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
545,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,3
546,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
547,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
548,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
549,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
550,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
551,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
552,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
553,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
554,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
555,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,1
556,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
557,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
558,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
559,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
560,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
561,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
562,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
563,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
564,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
565,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
566,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
567,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
568,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
569,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
570,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
571,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,4,1
572,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,0
573,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,4
574,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,2,0
575,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,0
576,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,1,2
577,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
578,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,0,1
508,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
509,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
510,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,9,0
511,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
512,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,9
513,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
514,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
515,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
516,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
517,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
518,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
519,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
520,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
521,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
522,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
523,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
524,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
525,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
526,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
527,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
528,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
529,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
530,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
531,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
532,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
533,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
534,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
535,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
536,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
537,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
538,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
539,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
540,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
541,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
542,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
543,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
544,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
545,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
546,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
547,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
548,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
549,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
550,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
551,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
552,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
553,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
554,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
555,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
556,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
557,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
558,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
559,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
560,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
561,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
562,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
563,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
564,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
565,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
566,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
567,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
568,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
569,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
570,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
571,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
572,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
573,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
574,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
575,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
576,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
577,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
578,drep1ar0plaaktpmkpl5aeampxkmextxvhg6wfr534yyey8l2jncx9jn,0,0
508,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
509,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
510,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,13,0
511,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
512,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,13
513,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,4,0
514,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
515,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,4
516,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
517,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,2,1
518,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
519,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,2
520,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,2,0
521,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
522,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,3,2
523,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
524,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,3
525,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,0
526,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
527,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
528,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,0
529,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,0
530,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
531,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
532,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
533,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
534,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,0
535,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
536,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
537,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
538,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,0
539,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
540,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
541,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
542,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
543,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
544,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
545,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
546,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
547,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
548,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
549,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
550,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
551,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
552,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
553,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
554,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
555,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,0
556,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
557,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,1
558,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
559,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
560,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
561,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,0,0
