epoch_no,drep_view,new_delegators,new_delegators_lag2
512,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
513,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
514,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
515,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
516,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
517,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
518,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
519,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
520,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
521,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
522,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
523,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
524,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
525,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
526,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
527,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,1,0
528,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
529,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,1
530,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
531,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
532,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
533,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
534,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
535,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
536,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
537,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
538,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
539,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
540,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
541,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
542,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
543,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
544,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
545,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
546,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
547,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
548,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
549,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
550,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
551,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
552,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
553,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
554,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
555,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
556,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
557,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
558,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
559,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
560,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
561,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
562,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
563,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
564,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
565,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
566,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
567,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
568,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
569,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
570,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
571,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
572,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
573,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
574,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
575,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
576,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
577,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
578,drep1hcdyvu9y55qeun5uqj33gyqcev4vjx483vrn784e50sevkqrtsj,0,0
508,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
509,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
510,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
511,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
512,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
513,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
514,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
515,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
516,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
517,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
518,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
519,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,1,0
520,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
521,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,1
522,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
523,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
524,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
525,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
526,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
527,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
528,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
529,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
530,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
531,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
532,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
533,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
534,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
535,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
536,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
537,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
538,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
539,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
540,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
541,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
542,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
543,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
544,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
545,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
546,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
547,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
548,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
549,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
550,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
551,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
552,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
553,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
554,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
555,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
556,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
557,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
558,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
559,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
560,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
561,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
562,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
563,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
564,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
565,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
566,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
567,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
568,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
569,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
570,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
571,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
572,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
573,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
574,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
575,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
576,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
577,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
578,drep1hexn0mldc3tawhm74kqe75qtdryzapasjx5698sgyxud7ht988x,0,0
508,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
509,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
510,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
511,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
512,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,1,0
513,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
514,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,1
515,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
516,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
517,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
518,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
519,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
520,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
521,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
522,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
523,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
524,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
525,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
526,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
527,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
528,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
529,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
530,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
531,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
532,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
533,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
534,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
535,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
536,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
537,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
538,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
539,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
540,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
541,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
542,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
543,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
544,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
545,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
546,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
547,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
548,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
549,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
550,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
551,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
552,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
553,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
554,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
555,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
556,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
557,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
558,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
559,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
560,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
561,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
562,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
563,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
564,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
565,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
566,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
567,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
568,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
569,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
570,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
571,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
572,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
573,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
574,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
575,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
576,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
577,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
578,drep1hfqutxkxuxswftpsftucmwqpp97sh7xj5keg54r4ysn2zf973g9,0,0
508,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,1,0
509,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
510,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,1
511,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
512,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
513,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
514,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
515,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
516,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
517,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
518,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
519,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
520,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
521,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
522,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
523,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
524,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
525,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
526,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
527,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
528,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
529,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
530,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
531,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
532,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
533,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
534,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
535,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
536,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
537,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
538,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
539,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
540,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
541,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
542,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
543,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
544,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
545,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
546,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
547,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
548,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
549,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
550,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
551,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
552,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
553,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
554,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
555,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
556,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
557,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
558,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
559,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
560,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
561,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
562,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
563,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
564,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
565,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
566,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
567,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
568,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
569,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
570,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
571,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
572,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
573,drep1hfunfrx05c4pcr6c7q5r0y25edgnspd5hq22tgvgcsga6hxqcej,0,0
