hash,bech32,name,ticker,valid_meta,itn,impersonator,active_stake,live_stake,owner_stake,delegator,block_epoch,total_block,block,margin,fixed_cost,pledge,reward_amount,pool_fee,reg_time,ros,mithril,cluster_name,cluster_order,retiring_epoch
61d0c2697209cc772297ac9ca784bc0bebf321cffbfe8c8c85d8ab7f,pool1v8gvy6tjp8x8wg5h4jw20p9up04lxgw0l0lgery9mz4h7h9x25n,300,300,True,False,False,115700493808,135924581741,7293072,29,0,0,0,0,170000000,1000000,0,0,1749928743,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
2fa7df39f73de583b9ac7121e9c3bfbac385e53d8ed51e372030536d,pool197na7w0h8hjc8wdvwys7nsalhtpctefa3m23udeqxpfk6nzq8l9,n/a,N/A,True,False,False,70000003638594,38000003638594,7638594,3,1,22,22,0.03,340000000,0,0,0,1749758888,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,n,13.0,
968c91930b19b75e87ee8b2635a130601a38d326cccc08669611b69e,pool1j6xfryctrxm4aplw3vnrtgfsvqdr35exenxqse5kzxmfue7qqmr,n/a,N/A,True,False,False,50000005638594,50000005638594,7638594,2,1,17,17,0.03,340000000,0,0,0,1749758851,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,n,12.0,
050111fdb59ffef538f005d25a1d52c254a594a45abc278416830336,pool1q5q3rld4nll02w8sqhf9582jcf22t99yt27z0pqksvpnv4rdra9,n/a,N/A,True,False,False,50000005638594,50000005638594,7638594,2,1,16,16,0.03,340000000,0,0,0,1749758655,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,n,11.0,
26913b79719e86c08f5e4e8fbcdcc8042865566fcc045fd25edd7a01,pool1y6gnk7t3n6rvpr67f68mehxgqs5x24n0esz9l5j7m4aqzn4e0qw,n/a,N/A,True,False,False,50000005638506,50000005638506,7638506,2,1,15,15,0.03,340000000,0,0,0,1749758307,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,n,10.0,
7968d7e067205f0cff731c174bcf893cb1fd33f637c6a96ac0a9b408,pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,n/a,N/A,True,False,False,50000005638506,50000005638506,7638506,2,1,16,16,0.03,340000000,0,0,0,1749757992,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,n,9.0,
7b113eb1efa990e7c4160249a3eaa20523f14ad84be04cf2a88f2473,pool10vgnav004xgw03qkqfy6864zq53lzjkcf0syeu4g3uj8xaytlm8,Pier Two,Pier2,True,False,False,247639650,247639650,247639650,1,0,0,0,0.08,170000000,100000000,0,0,1749686976,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,piertwo.com,1.0,
1552a66f6ec5b1bd62a9dde7166c9bbc10744b96350afa2295bfee08,pool1z4f2vmmwckcm6c4fmhn3vmymhsg8gjukx5905g54hlhqs9kaht9,LivingInn Stake Pool,LIVIN,True,False,False,400675544282,400814296265,50199431804,14,1,1,0,0.015,170000000,50000000000,0,0,1749400138,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
9960445e915f66b85988d27adfc8c5a2d7a853c4a34aee76f8b65ff4,pool1n9sygh53tantskvg6fadljx95tt6s57y5d9wuahcke0lgkguyeq,NEW BREED POOL,NBD,True,False,False,448908288848,449033334446,1108637714,2,0,0,0,0.005,340000000,500000000,0,0,1749185561,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
dd672b5fd10b645798d6474456cefe4252ece7814acf34f07f9ad1ac,pool1m4njkh73pdj90xxkgaz9dnh7gffweeupft8nfurlntg6cgqfmy8,Pier Two,Pier2,True,False,False,378155562,150659124702,150000000,3,0,0,0,0.01,170000000,100000000,0,0,1749093750,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,piertwo.com,0.0,
1f550e7b0c9ec67887859b182af4b8e8e08c1728c47344f2deb9424c,pool1ra2su7cvnmr83pu9nvvz4a9carsgc9egc3e5fuk7h9pycyp5ela,Ledger by Figment 4,LBF4,True,False,False,10035373652,13506390979,4843326,5,0,0,0,0.06,170000000,2000000,0,0,1749056468,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,ledger.com,9.0,
48bbedc23127b7306a3958d027e3a0bf5ca5c0dbcbd01a2beb615ce4,pool1fza7ms33y7mnq63etrgz0caqhaw2tsxme0gp52ltv9wwgwurged,WPBJ,WPBJ5,True,False,False,7817950,7817950,7817950,1,0,0,0,0.04,340000000,5000000,0,0,1748637571,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,wavepool.digital,15.0,
01d20b4d82248a1ae457301a8bff1e1cf6e63b96e17396219f553019,pool1q8fqknvzyj9p4ezhxqdghlc7rnmwvwuku9eevgvl25cpjy385gg,Porto Cripto Pool 🇧🇷 🇵🇹,PORTO,True,False,False,1025927217671,1124953733327,10542708620,178,4,6,2,0,170000000,10000000000,901825417,510000000,1748132402,"{'0': '0.0108', '1': 0, '2': '0.0076', '3': '0.0108', '6': '0.0108', '12': '0.0108', '18': '0.0108', '36': '0.0108', '73': '0.0108'}",False,,,
c4532b7e1e6abbc971a7250c4a65fd171fccf56e9c6bcf489107cf41,pool1c3fjkls7d2aujud8y5xy5e0azu0ueatwn34u7jy3ql85ze3xya8,Cardano Yoda Pool,MANDA,True,False,False,257001007233,257556428486,100979575496,7,1,1,0,0.04,340000000,10000000000,0,0,1747828303,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,cardanians.io,7.0,
3ed722ce90419da902008c85ff4557d13bf4d8c7c95552894da0e078,pool18mtj9n5sgxw6jqsq3jzl732h6yalfkx8e9249z2d5rs8smduvcv,FluffPool,FLUFF,True,False,False,75708299657,75708299657,50527071574,4,0,0,0,0,170000000,50000000000,0,0,1747487927,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
70fc59938b279d245b24a33e93147379a99c1908cd360ad1214ac172,pool1wr79nyuty7wjgkey5vlfx9rn0x5ecxgge5mq45fpftqhye2shc0,Bitvavo by Figment 4,BTV4,True,False,False,25179664103920,25188807995125,5191783,3,4,92,11,0.02,170000000,2000000,14510915077,636141123,1747324959,"{'0': '0.0083', '1': 0, '2': '0.0083', '3': '0.0083', '6': '0.0083', '12': '0.0083', '18': '0.0083', '36': '0.0083', '73': '0.0083'}",False,ledger.com,8.0,
ca356a08559b6daec61d88bdc417c43d51793c5f9415a15aebb88567,pool1eg6k5zz4ndk6a3sa3z7ug97y84ghj0zljs26zkhthzzkw3p82ew,POEM stake pool,POEM,True,False,False,301725284634,301726439714,11055013,5,0,0,0,0.03,340000000,10000000,0,0,1747136070,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
55ee36d7a20861491821c020a0a164ff568f1ad7e8373cad0c514e7b,pool12hhrd4azpps5jxppcqs2pgtylatg7xkhaqmnetgv2988k3t4drf,YAM Pool,YAM,True,False,False,1405812064217,1349151701546,500000000,16,4,9,1,0.0249,340000000,500000000,1777437393,1065388360,1746710841,"{'0': '0.0268', '1': 0, '2': '0.0109', '3': '0.0217', '6': '0.0268', '12': '0.0268', '18': '0.0268', '36': '0.0268', '73': '0.0268'}",False,adafrog.io,9.0,
f9bd76a4558bd9b1baf61b506e1f0f363e94fd7d66ed99040210abd3,pool1lx7hdfz430vmrwhkrdgxu8c0xclffltavmkejpqzzz4ax0lnfvd,Midnight · 0% Fees ✓,NIGHT,True,False,False,210003764990,210025980317,1004000000,12,1,1,0,0,170000000,1000000000,183128731,170000000,1745873665,"{'0': '0.0179', '1': 0, '2': '0.0424', '3': '0.0290', '6': '0.0181', '12': '0.0179', '18': '0.0179', '36': '0.0179', '73': '0.0179'}",False,,,
93eb463462dca37fc741a3f1addee172f8a07b1bce26304b8003ed79,pool1j045vdrzmj3hl36p50c6mhhpwtu2q7cmecnrqjuqq0khja02sr0,Bids N Buys Stake Pool,BNB,True,False,False,628791540,628839176,110780331,5,0,0,0,0.005,340000000,100000000,0,0,1745480894,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
ee9cd47d212c76a156770acc535e5d12080e4241e44fe43461394b89,pool1a6wdglfp93m2z4nhptx9xhjazgyqusjpu387gdrp899cj98yuqq,HyvenBlock,HYVEN,True,False,False,1191212312278,1190855918261,10953227750,6,5,9,0,0.05,340000000,9500000000,1422456105,1434866108,1745073121,"{'0': '0.0113', '1': 0, '2': '0.0004', '3': '0.0003', '6': '0.0150', '12': '0.0113', '18': '0.0113', '36': '0.0113', '73': '0.0113'}",False,,,
c69e9d1c87abf4296fb8ff198e1f0fb0d1340757502d605da2aed7fd,pool1c60f68y8406zjmacluvcu8c0krgngp6h2qkkqhdz4mtl62ns0dq,MYUJK Pool,MYUJK,True,False,False,12113274093473,12119252815172,24852804558,14,12,133,2,0.99994,500000000,1000000000,2246243,42435047173,1744865397,"{'0': '0.0000', '1': 0, '2': '0.0000', '3': '0.0000', '6': '0.0000', '12': '0.0000', '18': '0.0000', '36': '0.0000', '73': '0.0000'}",False,,,
37c7da28cacc3cddc181de02a2a957396f1aebaecf89ce6b55cd1e46,pool1xlra52x2es7dmsvpmcp2922h89h346awe7yuu664e50yvrzaaqe,COINTAX,CTAX,True,False,False,28990072508189,28980784357931,11408918939,9,13,338,7,0.9999,20000000000,100000000,0,108514606098,1744769262,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,ranket2.github.io,2.0,
744c4814bd39b6ec3a19aac0106c800089619138abbd86325c8664f6,pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf,Socious THANK Pool,THANK,True,False,False,2212464125220,2213167501460,1859875168,28,10,21,0,0.9999,2000000000,0,0,6414712663,1744624438,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,socious.io,1.0,
8ce7afdb4d351ce2d2f400339e88817fab2f6667ce8101034a1ae457,pool13nn6lk6dx5ww95h5qqeeazyp074j7en8e6qszq62rtj9wcx522z,Meria,MERIA,True,False,False,991404731033,991404731033,754994597,5,6,11,0,0.05,170000000,1000000,2762489473,1165394179,1744383221,"{'0': '0.0190', '1': 0, '2': '0.0190', '3': '0.0170', '6': '0.0170', '12': '0.0190', '18': '0.0190', '36': '0.0190', '73': '0.0190'}",False,,,
397e9bfba2e30dc7dc90b3bb7986341af227ec5786f9fcc7d550632b,pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,SEBI,True,False,False,2366232220332,2507123625757,1012470893,72,10,20,1,0,170000000,1000000000,5067679803,1360000000,1744287989,"{'0': '0.0135', '1': 0, '2': 0, '3': '0.0092', '6': '0.0151', '12': '0.0135', '18': '0.0135', '36': '0.0135', '73': '0.0135'}",False,,,
ebec1ab3f54dde178e0783ce3df8008b2d28e42e1f7a4b460d46cf01,pool1a0kp4vl4fh0p0rs8s08rm7qq3vkj3epwraayk3sdgm8sz0zwt7t,BigLazyCat2,BLC2,True,False,False,15082943945992,15733829827564,2933374175,492,13,116,7,0,170000000,1000000000,33446403966,1870000000,1744250276,"{'0': '0.0215', '1': 0, '2': '0.0098', '3': '0.0164', '6': '0.0189', '12': '0.0215', '18': '0.0215', '36': '0.0215', '73': '0.0215'}",False,biglazycat.com,1.0,
7bbdeed8c8466090a77a19356a7ec3a755e9432b01a53708625f7e88,pool10w77akxggesfpfm6ry6k5lkr5a27jsetqxjnwzrztalgstkns0w,GlobalCardanoPool,GCP,True,False,False,950648043,950648043,128640860,4,0,0,0,0.002,340000000,120000000,0,0,1743832119,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
ed3ed7e79f9c8ce0a34024a1ab9840749f98257eb3c104ea72386c93,pool1a5ld0eulnjxwpg6qyjs6hxzqwj0esft7k0qsf6nj8pkfxy5lml3,,,True,False,False,0,0,0,1,0,0,0,1,340000000,73000000000000,0,0,1743170338,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
c1a4046a73a1cfc1f543357815b823409c7548e592912471d75f2752,pool1cxjqg6nn588ura2rx4uptwprgzw82j89j2gjguwhtun4ypw2sh4,,,True,False,False,74029651728275,74000216200000,74000216200000,1,15,1035,22,1,340000000,73000000000000,0,423513512502,1743170014,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
93c90a47c709cbac872983c0acdcd1b94636d51c0b631eb6c2ef9110,pool1j0ys5378p896epefs0q2ehx3h9rrd4gupd33adkza7g3q02f6np,LaoBai 老白- 0% fee,LBAI,True,False,False,825186765501,575556486687,11411395732,7,8,14,0,0,170000000,10000000000,3445305818,1190000000,1743114495,"{'0': '0.0246', '1': 0, '2': '0.0403', '3': '0.0267', '6': '0.0382', '12': '0.0246', '18': '0.0246', '36': '0.0246', '73': '0.0246'}",False,,,
c94f514bf4a48c4da994f26bd326107a328783936fef8deddf91f360,pool1e984zjl55jxym2v57f4axfss0geg0qundlhcmmwlj8ekqrk5e62,MOLEHOLE,MOLEH,True,False,False,1130163520323,1131658870527,3255624519,2,5,6,0,0.75,340000000,1500000000,103484035,1670452101,1743095634,"{'0': '0.0007', '1': 0, '2': '0.0001', '3': '0.0002', '6': '0.0011', '12': '0.0007', '18': '0.0007', '36': '0.0007', '73': '0.0007'}",False,,,
06404fda219e66c5c655df6ea6f5389b6373f311482ec48866f99313,pool1qeqylk3pnenvt3j4mah2dafcnd3h8uc3fqhvfzrxlxf3xuvdvvp,LILIE Stake Pool,LILIE,True,False,False,941087541963,941087541963,847108035,2,10,12,0,0.9999,340000000,750000000,88007,3939934396,1743062797,"{'0': '0.0000', '1': 0, '2': 0, '3': '0.0000', '6': '0.0000', '12': '0.0000', '18': '0.0000', '36': '0.0000', '73': '0.0000'}",False,no-tax.biz,1.0,
44eac223102ac70f04426e1ccd3643d1720a70c76edc47a8e2b5197c,pool1gn4vygcs9trs7pzzdcwv6djr69eq5ux8dmwy028zk5vhcpgn8ty,哪吒矿池,NEZHA,True,False,False,721080377,721080377,204237406,2,0,0,0,0.01,340000000,100000000,0,0,1742811739,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
7df9d3e208d17f42dd95654e908b1d0f95afd4e8f7ad8b350af0b746,pool10hua8csg69l59hv4v48fpzcap726l48g77kckdg27zm5v349p69,TerraTrust,TERRA,True,False,False,7745876605,7745876605,7643636157,3,0,0,0,0,170000000,5000000000,0,0,1742674798,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
4f38f66362c28ff06de5dd651ffd1aaa2e92ca3a5e2012b3048d8331,pool1fuu0vcmzc28lqm09m4j3llg64ghf9j36tcsp9vcy3kpnz9pg9hn,AID POOL,AID,True,False,False,19040392347364,19048832864929,90107620318,8,17,273,6,1,170000000,80000000,0,90010925213,1742478845,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,quarashi777.github.io,1.0,
b06f6b15e956f1cfdf13685ad8f7dcb302b1006820cb25f18ed62825,pool1kphkk90f2mculhcndpdd3a7ukvptzqrgyr9jtuvw6c5z2dptuph,,,True,False,False,74031787189255,74000087662838,74000087662838,1,15,1048,26,1,340000000,73000000000000,0,433606800577,1742472665,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
9afe4196e31b511405b6d8d5af5c15d120a1fe5422a8d11a23cf3384,pool1ntlyr9hrrdg3gpdkmr267hq46ys2rlj5y25dzx3reuecgd7p5sh,,,True,False,False,74034417355919,74000000831419,74000000831419,1,15,1038,28,1,340000000,73000000000000,0,432609207329,1742472257,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
b9aaec5680bdc98bb580e5f3b7823beb71056c351bddffdbcf158261,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,,,True,False,False,32573300165248,32565177830662,32565177830662,1,15,231,4,1,340000000,0,0,69546936698,1742471775,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
9a5212687efd799ce5a2630505f54c590a8d6d795eafce5d222326db,pool1nffpy6r7l4ueeedzvvzsta2vty9g6mtet6huuhfzyvndkwd35dl,ADA Labo,ALAB,True,False,False,4007412111653,4574057405922,106915958,35,2,5,0,0,340000000,100000000,11688249,340000000,1742373825,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,thc-room335.com,6.0,
a1e59d51a58a2e65432d67458104d264ccfb6b6e33b813b19ae1a625,pool158je65d93ghx2sedvazczpxjvnx0k6mwxwup8vv6uxnz2x0xal4,Samos Staking,SAMOS,True,False,False,27804806575,27980440725,1121419010,2,1,1,0,0.01,340000000,1100000000,15114928,340152676,1742135318,"{'0': '0.0024', '1': 0, '2': 0, '3': '0.0135', '6': '0.0067', '12': '0.0034', '18': '0.0024', '36': '0.0024', '73': '0.0024'}",False,,,
785b5ab754a1f43fb56d173873e7db9d6069616c6da1b5be93981220,pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,Rama DeFi Bangkok,RDB,True,False,False,7667042021875,7660601152190,131008560,39,18,240,0,0.9999,340000000,100000000,8118530,84067100297,1742054171,"{'0': '0.0000', '1': 0, '2': '0.0000', '3': '0.0000', '6': '0.0000', '12': '0.0000', '18': '0.0000', '36': '0.0000', '73': '0.0000'}",False,thc-room335.com,5.0,
36d7b0eb1bdefbd5da71934adfdd6734889f1a60d8f83850b6928883,pool1xmtmp6cmmmaatkn3jd9dlht8xjyf7xnqmrurs59kj2ygxuz2jkd,Nirvana,NRVN,True,False,False,1094285377255,1094284863944,3806299665,5,8,14,1,0.15,345000000,500000000,1895220168,2404450615,1741852374,"{'0': '0.0072', '1': 0, '2': '0.0103', '3': '0.0069', '6': '0.0070', '12': '0.0088', '18': '0.0072', '36': '0.0072', '73': '0.0072'}",False,,,
7645e69f46ff0783e07e61c19b9bc2f01a4ca24e2331d74a50929a66,pool1wez7d86xlurc8cr7v8qehx7z7qdyegjwyvcawjjsj2dxvagadgy,,,True,False,False,513640530,513640530,513640530,1,0,0,0,0.08,345000000,100000000,0,0,1741608516,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
aeee979966ad3a72f8bbc4fad3f03d81fa1777f59a40d2d3a3655df8,pool14mhf0xtx45a8979mcnad8upas8apwal4nfqd95arv4wlsuk6m9q,GMO Coin Staking Pool,GMO2,True,False,False,12308122636480,12183468906335,12111544603195,4,19,200,4,0.04,340000000,10000000000000,59861622664,8274234270,1741225843,"{'0': '0.0189', '1': 0, '2': '0.0120', '3': '0.0121', '6': '0.0145', '12': '0.0168', '18': '0.0189', '36': '0.0189', '73': '0.0189'}",False,wavepool.digital,14.0,
b53b4cc49f676350076e691ccf267ea39714099554725e394cdba830,pool1k5a5e3ylva34qpmwdywv7fn75wt3gzv423e9uw2vmw5rqjc2q7t,MaxCardano🚀🚀0% Fees🚀🚀,MAXC,True,False,False,96660508467,96660508467,40544897487,3,0,0,0,0,170000000,40500000000,0,0,1740866295,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
0bde001c495a4fb57fef195aaaa4da583c411844a2f3f5860eff8597,pool1p00qq8zftf8m2ll0r9d24fx6tq7yzxzy5teltpswl7zew5m7nqp,Talos Stake Pool,TALOS,True,False,False,619477941240,627152984392,5196839530,47,1,1,0,0.02,340000000,5000000000,0,0,1740531902,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
270a428180e29b12940c1608ae226383aacb9f82871203cae448e12b,pool1yu9y9qvqu2d399qvzcy2ugnrsw4vh8uzsufq8jhyfrsjk563jqc,ViHorsePool,VHOSS,True,False,False,518512949,518512949,518512949,1,0,0,0,0.02,340000000,500000000,0,0,1740248517,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
06dfa4d66abb91900b65fc3111b480c418b5a9be17b58e8dc6931f95,pool1qm06f4n2hwgeqzm9lsc3rdyqcsvtt2d7z76carwxjv0e274mu24,ECO Pool Two,ECO,True,False,False,234659151035,218370850929,5086924010,10,4,4,0,0.009,340000000,5000000000,64805360,1360588544,1740171643,"{'0': '0.0012', '1': 0, '2': 0, '3': '0.0015', '6': '0.0007', '12': '0.0010', '18': '0.0013', '36': '0.0012', '73': '0.0012'}",False,ecopool.io,1.0,
504aff7150f5ee7ae26734d5ab9c8b6ad2b1b2bc3a73a30a7fa9bb06,pool12p907u2s7hh84cn8xn26h8ytdtftrv4u8fe6xznl4xasvckxd8r,APL,APL,True,False,False,11851511265,12108201330,185658421,5,0,0,0,0.01,300000000,100000000,0,0,1739636340,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
dbf4df9da9c134d7d7d44f6697ed739854b15dc71f47cdc1f550232e,pool1m06dl8dfcy6d0475fanf0mtnnp2tzhw8rarums042q3jux23q0j,BitcoinSuisse01,BTCS,True,False,False,28360554355680,28141332934276,266417571926,376,25,786,5,1,170000000,100000000,0,266308647968,1739441268,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,bitcoinsuisse.com,2.0,
a4ae7a9596817785ed473675640b475327fe3c22eb9895ffdf5c96c7,pool15jh849vks9mctm28xe6kgz682vnlu0pzawvftl7ltjtvwpwp59s,Guava Pool,GUAVA,True,False,False,5116737985,5116737985,5116737985,1,0,0,0,0.03,170000000,5000000000,0,0,1739153563,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
89858b765180d1f68f5e6da063fab23663829a785568620eb50fb0d3,pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft,Late Game Crypto,LGC,True,False,False,136999164266,132114344886,5008067159,23,0,0,0,0.025,340000000,3000000,0,0,1739067888,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,dappcentral.net,2.0,
77c5c41cd13734d269e16cb5b1db01661e9ebf129674911b28fd527e,pool1wlzug8x3xu6dy60pdj6mrkcpvc0fa0cjje6fzxegl4f8ua97dvw,TIPFS - Tokens for IPFS storage,TIPFS,True,False,False,101148331059,101148331059,100460144794,8,1,1,0,0.03,170000000,100000000000,184465996,175705133,1739056192,"{'0': '0.0056', '1': 0, '2': 0, '3': 0, '6': 0, '12': '0.0112', '18': '0.0074', '36': '0.0056', '73': '0.0056'}",False,,,
b2ed76560e513476d4c84a0b0938ea2db329b277a0bb20691e913032,pool1ktkhv4sw2y68d4xgfg9sjw829kejnvnh5zajq6g7jycry6cd7h5,Empowa LSPO,EMPL,True,False,False,966041697806,962380320856,50019247576,91,15,21,0,0.99,340000000,50000000000,24079215,7143841583,1738766515,"{'0': '0.0001', '1': 0, '2': 0, '3': 0, '6': '0.0001', '12': '0.0001', '18': '0.0001', '36': '0.0001', '73': '0.0001'}",True,,,
8bf11b20369617d452af97a060247fbc361c69a7e3e7e96b03d97a42,pool130c3kgpkjctag540j7sxqfrlhsmpc6d8u0n7j6crm9ayy75mkpt,TOIRO Pool,TOIRO,True,False,False,21277449520099,21186593213846,47112700771,4,28,569,9,0.9999,20000000000,100000000,0,192931517177,1738489114,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
213a3d69654b8ad86247bf2e3cb50e0ff134a9420781e6711c1bd74c,pool1yyar66t9fw9dscj8huhredgwplcnf22zq7q7vugur0t5c9nzt97,,,True,False,False,74026718738481,74000000831067,74000000831067,1,9,582,27,1,340000000,73000000000000,0,217639239042,1737449925,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
bb285eb816215e1fb3473726ab446df4809cd08ac54643a7c1798a13,pool1hv59awqky90plv68xun2k3rd7jqfe5y2c4ry8f7p0x9pxhd7wqr,,,True,False,False,0,0,0,1,0,0,0,1,340000000,73000000000000,0,0,1737449862,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
bae344acfd116c5e7913c289c5fb9091757cd3609a177e4c8955b738,pool1ht35ft8az9k9u7gnc2yut7usj96he5mqngthunyf2kmnsl2kmed,cPoker,POKER,True,False,False,636937975347,641203341298,103400261843,6,13,14,0,0.03,170000000,100000000000,2563263755,2119276193,1737398810,"{'0': '0.0141', '1': 0, '2': '0.0303', '3': '0.0201', '6': '0.0135', '12': '0.0103', '18': '0.0105', '36': '0.0141', '73': '0.0141'}",False,,,
39b954dce76567d053913149da772c4d8696fba7ed50ed43326b2538,pool18xu4fh88v4naq5u3x9ya5aevfkrfd7a8a4gw6sejdvjnsrpud2a,,,True,False,False,26115263985943,30501433834466,30501433834466,1,25,920,7,1,340000000,0,0,321181087585,1737323153,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,stake1u8ww9v63kydymm7hslk4mxyte36str9ehdz06lzsu5r4jlq0e2shk,1.0,
b4099d09df1748b807ed9a3112eb5d978a2b499bb12c46f14b3749ea,pool1ksye6zwlzaytspldngc3966aj79zkjvmkykydu2txay75c0krfp,The Dutch Stake Pool,TDSP,True,False,False,51109960870,232697943245,5066264168,56,0,0,0,0.01,170000000,5000000000,0,0,1736954992,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",True,,,
1a540af5f55a06e0f254322b04bdb2f47c45f4103c344e1030a507a8,pool1rf2q4a04tgrwpuj5xg4sf0dj737ytaqs8s6yuyps55r6s87x7v7,Cryptopian,CPTN,True,False,False,3300667044,3300667044,1000986218,4,0,0,0,0.01,340000000,1000000000,0,0,1736621251,"{'0': 0, '1': 0, '2': 0, '3': 0, '6': 0, '12': 0, '18': 0, '36': 0, '73': 0}",False,,,
