epoch,drep_id,opinion,stake,delegated_stake,Wprime
0,d1,0.3862165995835288,0.4884693494414028,6.123221980782219,6.611691330223622
0,d2,0.450241291355605,0.3770782987358936,5.421527832949986,5.7986061316858795
0,d3,0.6522591650467103,0.6274282350072956,9.373290158411859,10.000718393419154
0,d4,0.6443367495184003,0.6411853212437485,7.082300578546225,7.723485899789973
0,d5,0.1615535697275935,0.5444230936121223,2.763253669285971,3.307676762898093
0,d6,0.3904884089184546,0.195995144533855,1.0591900743973268,1.2551852189311818
0,d7,0.4256883903597749,0.0645924756622676,9.277160153594288,9.341752629256556
0,d8,0.5596628379581408,0.9857688480178474,1.846628086138904,2.832396934156751
0,d9,0.3807477577498914,0.4645978847235158,5.338972455778012,5.803570340501528
0,d10,0.6422725194213029,0.4258718268257104,6.750950964514473,7.176822791340183
0,d11,0.5571269770041206,0.8816447243746165,10.685074333793903,11.56671905816852
0,d12,0.131995409903569,0.4098458376430103,2.514256461556204,2.9241022991992143
0,d13,0.1437821171245273,0.1658120032268633,3.1059286640857415,3.2717406673126046
0,d14,0.2388650567882838,0.2041415713138661,0.28416378846774093,0.48830535978160705
0,d15,0.3702025489713947,0.5357815987985837,0.5092948208717079,1.0450764196702915
0,d16,0.7571795782483717,0.6823319381851302,18.04488996590723,18.72722190409236
0,d17,0.3566808863944987,0.2205459956643096,3.4501557026938583,3.670701698358168
0,d18,0.358541673495542,0.1464049330716936,15.612946003885305,15.759350936956999
0,d19,0.3777742963178163,0.0153435184241378,6.124148174138189,6.139491692562327
0,d20,0.2404475632918323,0.2676511989587375,42.34838807373218,42.61603927269092
0,d21,0.8367244379858754,0.1068950431605513,15.31725740982739,15.42415245298794
0,d22,0.4661514327285211,0.8659825989947968,3.72316804594361,4.589150644938407
0,d23,0.48181702785236,0.1760745289285016,3.484767284688271,3.6608418136167726
0,d24,0.3131050727943643,0.10508190786601,50.1043462161131,50.20942812397911
0,d25,0.8574098737683421,0.496608869306429,17.58839849582336,18.085007365129787
0,d26,0.4983399053567895,0.1129787309299515,16.75693721491432,16.869915945844273
0,d27,0.3864079686083435,0.2682169375493792,1.7186205939653263,1.9868375315147055
0,d28,0.3377087472127748,0.8673533346226489,3.9424773471986936,4.809830681821342
0,d29,0.4524106594962402,0.6112706779071959,11.523973618440756,12.135244296347953
0,d30,0.7084058191016271,0.4624106724908055,15.611811029251623,16.074221701742427
0,d31,0.3386898460073282,0.5305900956354336,1.8526696346096756,2.383259730245109
0,d32,0.4448108382164217,0.0547321770051526,16.241858445493353,16.296590622498506
0,d33,0.5713696095645261,0.0042710944505345,21.07615587941467,21.080426973865205
0,d34,0.5824571201440985,0.4733438217980411,10.751798328590711,11.225142150388752
0,d35,0.445080705866929,0.6858598972114482,6.139436297844362,6.82529619505581
0,d36,0.6428491055401374,0.8705521518953744,0.12382857187750262,0.994380723772877
0,d37,0.6331550625258634,0.0612264541271615,8.914874557872722,8.976101011999884
0,d38,0.5230232154695205,0.5123888115174334,3.716234000718143,4.228622812235576
0,d39,0.5235568747153306,0.4422080628277681,5.986710117356811,6.428918180184579
0,d40,0.4321020780252951,0.0381180467534172,14.376053830041831,14.41417187679525
0,d41,0.7254648811932107,0.7330780276295283,7.896024149077267,8.629102176706795
0,d42,0.5826727116129281,0.6600732244837185,3.1252221325569782,3.7852953570406966
0,d43,0.4650252718472646,0.2647829831443443,7.550716128721326,7.81549911186567
0,d44,0.4704128653723852,0.5395451245308905,24.353315604120407,24.892860728651296
0,d45,0.5448537391180057,0.4073335225250493,13.55190216530774,13.959235687832788
0,d46,0.5858703603877821,0.7371358537080552,15.41854465866495,16.155680512373007
0,d47,0.3700767767766291,0.8204349903201831,6.534806868495029,7.355241858815212
0,d48,0.3236170265966182,0.6744959024664872,7.665487691950556,8.339983594417044
0,d49,0.5976422484945852,0.6723761257003955,5.045815915439052,5.718192041139448
0,d50,0.4820577570959681,0.3110659971888709,4.292269342927059,4.6033353401159305
0,d51,0.6693372718446366,0.5627641174589416,18.806131565144927,19.368895682603867
0,d52,0.7202386412025077,0.9527484508240278,1.9806467173329458,2.9333951681569737
0,d53,0.3911459936597999,0.0738058073055961,3.5901392052473713,3.6639450125529676
0,d54,0.4584662854409748,0.6617411490783438,11.898334690127028,12.560075839205371
0,d55,0.4812949268182745,0.2173968415080795,6.594987194590287,6.812384036098366
0,d56,0.4179196404382824,0.0271671424002741,10.247656956637625,10.274824099037899
0,d57,0.520578829864801,0.5523670065202334,5.2849669594961775,5.837333966016411
0,d58,0.3940609767149655,0.2088661051907878,14.46680161319068,14.675667718381469
0,d59,0.517835093703932,0.0304324713071912,7.384122397888686,7.414554869195877
0,d60,0.6603820460614556,0.2441125077921133,11.408062159628711,11.652174667420825
0,d61,0.1190906956649291,0.3396223303720793,4.7855796345208725,5.125201964892952
0,d62,0.3391033765864686,0.5819727585806332,15.943281447687912,16.525254206268546
0,d63,0.5937506519144466,0.0697869101720041,6.3581067731635335,6.427893683335538
0,d64,0.5114045779888319,0.061134838390738,15.235058019523583,15.29619285791432
0,d65,0.6926779692927613,0.2192367022419535,18.62783367688174,18.847070379123693
0,d66,0.838258619948461,0.416651003991029,2.2689706233173474,2.6856216273083766
0,d67,0.2372001047028663,0.1095342378602383,5.5762886355874945,5.685822873447733
0,d68,0.7223472710659771,0.2358367391446861,2.811735670072498,3.0475724092171843
0,d69,0.412022265296254,0.8057497763096095,6.57340244641088,7.379152222720489
0,d70,0.5976915716671948,0.6615382478708512,5.081006053869371,5.742544301740222
0,d71,0.7753935254554237,0.9532450602827024,11.601453429220983,12.554698489503686
0,d72,0.7200515848641112,0.8135466378420463,5.456145995415361,6.269692633257407
0,d73,0.6323702357024397,0.2465758596168992,24.03037978710881,24.27695564672571
0,d74,0.3245366202722103,0.0249182791854667,2.9109872097513363,2.935905488936803
0,d75,0.7913326451339235,0.4539938264734323,20.169980994650786,20.623974821124218
0,d76,0.1668220687961897,0.9139428164460672,7.871397898420344,8.785340714866411
0,d77,0.3153561304077068,0.8192447071784767,6.2306019623095565,7.0498466694880335
0,d78,0.7405289001624982,0.6417288777484423,16.273972535550097,16.91570141329854
0,d79,0.4078642791252231,0.392942761722586,20.052859110784325,20.445801872506912
0,d80,0.3146924859763326,0.1696376294380355,3.365234603617024,3.5348722330550593
0,d81,0.5421396112737187,0.4836058296608834,14.089229958720852,14.572835788381735
0,d82,0.3308780300888796,0.7315047052996154,6.318480643841281,7.049985349140896
0,d83,0.5044762847321907,0.6798597864912188,9.845795300570614,10.525655087061834
0,d84,0.4240016491622051,0.7456837793544112,8.333365024699269,9.07904880405368
0,d85,0.5635876237186975,0.4421231259529313,11.639752556845439,12.08187568279837
0,d86,0.3533789480454132,0.1204309134488827,18.382852315439663,18.503283228888545
