epoch,delegator_id,drep_id,switched,delta_u,p_reconsider,p_switch_cond,p_overall
0,a299,d65,0,0.0,0.30688494749246487,0.0,0.0
0,a300,d43,0,0.0,0.5657388560572131,0.0,0.0
0,a301,d78,0,0.0,0.7083839549455724,0.0,0.0
0,a302,d33,0,0.0,0.7543778925727163,0.0,0.0
0,a303,d44,0,0.0,0.701072996366112,0.0,0.0
0,a304,d10,0,0.0,0.4162220379010425,0.0,0.0
0,a305,d68,0,0.0,0.537578766715741,0.0,0.0
0,a306,d48,0,0.0,0.2893058391025388,0.0,0.0
0,a307,d22,0,0.0,0.1492461017143586,0.0,0.0
0,a308,d89,0,0.0,0.8754264280271463,0.0,0.0
0,a309,d22,0,0.0,0.7064317327180465,0.0,0.0
0,a310,d78,0,0.0,0.2782348297092062,0.0,0.0
0,a311,d36,0,0.0,0.5139587593829356,0.0,0.0
0,a312,d89,0,0.0,0.05721106317410318,0.0,0.0
0,a313,d54,0,0.0,0.2985992072058713,0.0,0.0
0,a314,d34,0,0.0,0.12493480984712657,0.0,0.0
0,a315,d67,0,0.0,0.12821116415806966,0.0,0.0
0,a316,d84,0,0.0,0.0038832887319115716,0.0,0.0
0,a317,d23,0,0.0,0.836358758483804,0.0,0.0
0,a318,d38,0,0.0,0.43734854288426017,0.0,0.0
0,a319,d90,0,0.0,0.915805525152334,0.0,0.0
0,a320,d89,0,0.0,0.80633000118998,0.0,0.0
0,a321,d31,0,0.0,0.754535933211488,0.0,0.0
0,a322,d66,0,0.0,0.7424888058493491,0.0,0.0
0,a323,d17,0,0.0,0.5812634172906432,0.0,0.0
0,a324,d84,0,0.0,0.40173910777450483,0.0,0.0
0,a325,d32,0,0.0,0.7387458466331323,0.0,0.0
0,a326,d35,0,0.0,0.8437718253547946,0.0,0.0
0,a327,d30,0,0.0,0.0951877057156364,0.0,0.0
0,a328,d79,0,0.0,0.13073963971549396,0.0,0.0
0,a329,d4,0,0.0,0.47246798911350607,0.0,0.0
0,a330,d65,0,0.0,0.6575442680576754,0.0,0.0
0,a331,d69,0,0.0,0.5178866970528622,0.0,0.0
0,a332,d44,0,0.0,0.06618186589601438,0.0,0.0
