epoch,drep_id,opinion,stake,delegated_stake,indegree,avg_distance,Wprime,Wprime_share
0,d1,0.6544398189618225,0.6113047022702557,13.722392928860307,24,0.004030854047003429,14.333697631130562,0.01386237469970972
0,d2,0.8657904556599825,0.4939656381711477,5.332503341026566,10,0.0023780753663299125,5.826468979197713,0.005634882097028253
0,d3,0.4884693494414028,0.3244126329386243,6.873596928151602,12,0.0016705256872800028,7.198009561090226,0.00696132346277599
0,d4,0.8521109433758144,0.4488741264327569,17.207128818054557,38,0.004746359130574514,17.656002944487312,0.017075435439917006
0,d5,0.5976278055296033,0.3770782987358936,10.094709692964281,19,0.0027154417297488194,10.471787991700175,0.01012745298893394
0,d6,0.1245014614097484,0.9410440826651544,8.02115971482273,19,0.004647202175136425,8.962203797487884,0.00866750718294169
0,d7,0.0262212851512604,0.7786285541496077,15.825977785563417,35,0.006302696725542498,16.604606339713026,0.01605861102597587
0,d8,0.6274282350072956,0.7941431291160147,13.981701247823862,25,0.004823676144010825,14.775844376939876,0.01428998270571051
0,d9,0.5265792043051974,0.4446969168644754,5.417780334268802,13,0.0024317701223493483,5.862477251133277,0.005669706339223493
0,d10,0.3143485732319948,0.6411853212437485,14.539372349008978,35,0.007869604587909902,15.180557670252727,0.014681388151969652
0,d11,0.012965800260955,0.4343314804627135,3.2035348121743246,5,0.0008086798676562399,3.637866292637038,0.0035182453930417447
0,d12,0.8799873829195879,0.1936586649349718,11.758735404984524,23,0.002019680836760793,11.952394069919496,0.011559373541964684
0,d13,0.506101177231038,0.8852114162040516,12.016537596142758,21,0.0024511025882417185,12.901749012346809,0.012477511643773571
0,d14,0.5444230936121223,0.1744367993785583,2.0472183932657333,3,0.0012543819596080679,2.221655192644292,0.002148602372293926
0,d15,0.3081433129804166,0.4069817224912835,4.425524317665656,13,0.0015383599046822243,4.8325060401569395,0.004673602805864557
0,d16,0.485483917169024,0.195995144533855,4.359622076622027,9,0.0010947044778215004,4.555617221155882,0.004405818689167656
0,d17,0.4636981486018401,0.7157943570835169,11.892874041195334,21,0.0038454376102940685,12.608668398278851,0.012194068153197402
0,d18,0.6562992050084688,0.5876211117391754,7.374630065308359,17,0.002209662074811606,7.962251177047535,0.007700435164037422
0,d19,0.0645924756622676,0.3094112672137011,10.747321363760815,19,0.0030525302994585156,11.056732630974516,0.010693163385293674
0,d20,0.1706040861918495,0.1919625787356293,2.2361043084923105,6,0.001635949179733832,2.42806688722794,0.0023482268046180845
0,d21,0.1745034817816525,0.9857688480178474,2.089535576881735,6,0.0010394660459722195,3.0753044248995822,0.002974181774355653
0,d22,0.2867821130034348,0.8524396209435144,16.66002694843651,33,0.004368167872009907,17.512466569380024,0.016936618850786934
0,d23,0.5928511758762783,0.6658927728842667,9.245767321369643,22,0.004631428970530341,9.911660094253909,0.009585743306339758
0,d24,0.4645978847235158,0.6980691261430666,8.727807576092609,16,0.0018335573127117345,9.425876702235675,0.009115933521289787
0,d25,0.54418885648056,0.3295363735742088,2.9929397923876024,6,0.0004807017323268381,3.3224761659618114,0.00321322597480974
0,d26,0.0917319320962545,0.4258718268257104,13.125886945286483,24,0.0029293447257018063,13.551758772112194,0.013106147678955888
0,d27,0.2515461287328163,0.4554322151331479,0.6764768106553986,3,0.0007071181816865613,1.1319090257885465,0.0010946894126876185
0,d28,0.1547776989927841,0.688988609150576,10.811651340791089,21,0.002824557223531561,11.500639949941664,0.011122474073004953
0,d29,0.8816447243746165,0.9885882560521442,3.259768984419887,6,0.00034961557973584023,4.248357240472031,0.004108662080169957
0,d30,0.9310925732279818,0.0234537744007987,9.748807783719759,18,0.0016269227164709811,9.772261558120558,0.009450928495102588
0,d31,0.5482226586022307,0.7780081544782027,16.222564120700152,39,0.006100560160430406,17.000572275178357,0.016441556746403248
0,d32,0.2344981479828095,0.4098458376430103,19.48645746070859,39,0.0039683916029934615,19.8963032983516,0.019242069880266194
0,d33,0.0094030343609957,0.9000735037389241,4.485021700795812,12,0.00121016173744805,5.3850952045347364,0.005208021645213293
0,d34,0.515830317011737,0.1904041414108747,16.93542198487188,28,0.0025603525033580377,17.125826126282753,0.016562691980400356
0,d35,0.1658120032268633,0.0730273189076899,5.790872029232468,14,0.0019529934092668685,5.8638993481401585,0.005671081674609801
0,d36,0.2140482222139993,0.6283400454437265,22.219136004574125,47,0.007958663179955541,22.84747605001785,0.02209620169886408
0,d37,0.0821213165850166,0.2041415713138661,16.317064271449116,26,0.003590430266204785,16.52120584276298,0.01597795291746711
0,d38,0.3639718259096396,0.4468174574773836,25.66965452456462,56,0.009178081311210591,26.116471982042004,0.02525770598531744
0,d39,0.9837124663063006,0.1273734868813091,6.86634478634938,11,0.0017609091743163415,6.993718273230689,0.006763749713623882
0,d40,0.8668445628519528,0.3017682512486745,4.057710247065457,8,0.0020084165405219317,4.3594784983141315,0.004216129431090262
0,d41,0.7000735673961688,0.2469737301341866,12.002981574431075,24,0.005310189789086007,12.249955304565262,0.011847150320638263
0,d42,0.5357815987985837,0.8495861051218173,0.4221998201469488,1,0.0001307137540786929,1.271785925268766,0.0012299668576517965
0,d43,0.4396428866509466,0.2179595435495449,29.05033081699476,60,0.006552340087637874,29.268290360544302,0.028305885769251127
0,d44,0.8328760100402087,0.6823319381851302,20.900697141182984,41,0.005308466764125024,21.583029079368114,0.02087333247515513
0,d45,0.3030794458486493,0.1861247600403534,7.273709829195929,18,0.002844709058859597,7.459834589236283,0.007214539118591132
0,d46,0.9755901817670072,0.6538686303833499,10.186518361694917,20,0.0015170399383316103,10.840386992078267,0.010483931658198052
0,d47,0.6743192461462838,0.1391328076011917,11.870439225332738,31,0.004388753527822427,12.00957203293393,0.011614671370080633
0,d48,0.2205459956643096,0.484017762343897,7.300250854529924,15,0.0032695548962925667,7.784268616873821,0.0075283050547917
0,d49,0.2509652227320427,0.8138284459558288,5.4911038216191015,14,0.004147033285045434,6.30493226757493,0.00609761247925253
0,d50,0.7066151143844396,0.1464049330716936,2.40441040367531,7,0.0010482740999934656,2.5508153367470037,0.002466939020044346
0,d51,0.6344371556795654,0.3660915419148296,12.079164253183617,25,0.004464073029467373,12.445255795098447,0.012036028909295542
0,d52,0.8666370322756829,0.6024049540095762,0.6310752814845952,1,0.0002187759598107908,1.2334802354941714,0.0011929207416772971
0,d53,0.0153435184241378,0.043445465085906,5.540627777714628,14,0.0028872946556100644,5.584073242800534,0.005400456855892151
0,d54,0.6671007577243941,0.4878484261523147,9.043498644292601,17,0.0025526101898820062,9.531347070444916,0.009217935796031335
0,d55,0.9665935345745804,0.2676511989587375,7.704915740399356,14,0.002536605279408886,7.972566939358093,0.007710411721806544
0,d56,0.8837891182365298,0.2352217504365444,6.111446822419712,10,0.0009910412579203665,6.346668572856256,0.006137976404687559
0,d57,0.8960927939461778,0.5031062205331591,17.449765492004012,30,0.00416366388917702,17.95287171253717,0.017362542521791716
0,d58,0.808713605691692,0.7652957803972872,12.092461026812286,22,0.005336148534483781,12.857756807209572,0.01243496599734146
0,d59,0.8835605560536158,0.2785415708873054,0.586622407910269,2,0.0009160493928582758,0.8651639787975745,0.0008367155188718553
0,d60,0.0530691010978995,0.6341458655587995,15.372323923962288,30,0.005928442066703138,16.006469789521088,0.015480142497217155
0,d61,0.1068950431605513,0.8878624212898746,20.402828798435834,42,0.003871803615380674,21.29069121972571,0.020590607315635036
0,d62,0.4810361814027525,0.4980689154368473,3.6785618497827355,7,0.0011620825832945405,4.176630765219583,0.0040392941263155775
0,d63,0.9588885552695924,0.5868707054277651,8.933465273105288,22,0.004137819594365166,9.520335978533053,0.009207286772599748
0,d64,0.254208034357211,0.8659825989947968,1.4682858723470162,2,0.0007929090370795422,2.334268471341813,0.0022575126832019387
0,d65,0.728807609223443,0.8262963710263229,29.61842532266549,54,0.008991688853722991,30.444721693691815,0.029443633499686792
0,d66,0.7651449313999641,0.7694785527235976,37.34225661322925,71,0.008499225350613981,38.11173516595285,0.03685853901223052
0,d67,0.1760745289285016,0.9169920807946326,18.86614256612966,36,0.010023286891216614,19.783134646924292,0.019132622458483062
0,d68,0.4733699804701081,0.3277302362645178,4.4155169694807475,12,0.0018195152929045416,4.7432472057452655,0.004587278994680857
0,d69,0.4738333218056985,0.7957833956176842,2.025836087977634,5,0.0018623405611476796,2.821619483595318,0.002728838541748604
0,d70,0.9202588659866592,0.10508190786601,5.68318570816296,11,0.0013015414031273163,5.78826761602897,0.005597936877175515
