active_stake,bech32,block,block_epoch,cluster_name,cluster_order,delegator,fixed_cost,hash,impersonator,itn,live_stake,margin,mithril,name,owner_stake,pledge,pool_fee,reg_time,retiring_epoch,reward_amount,ros_0,ros_1,ros_12,ros_18,ros_2,ros_3,ros_36,ros_6,ros_73,ticker,total_block,valid_meta
0,pool1lu2luhmkyayq9njh848kfknn6evwzmn3gzsxar7z3sttg7grxcm,0,0,p2p.org,3,1,340000000,ff15fe5f76274802ce573d4f64da73d658e16e7140a06e8fc28c16b4,False,False,0,0.04,False,P2P & Tangem,0,0,0,1753784195,,0,0,0,0,0,0,0,0,0,0,PPTG1,0,True
0,pool1hju4yeclny559p5wrnpgprhs3wqpne8zg8glmtfm4muwcyrxju5,0,0,,,2,170000000,bcb952671f992942868e1cc2808ef08b8019e4e241d1fdad3baef8ec,False,False,55396550,0,False,0️⃣% Fees 💰 Pool 🔥,46762482,9000000,0,1753709510,,0,0,0,0,0,0,0,0,0,0,0️⃣%,0,True
1799695,pool1av640ert5ktadalakrc5lkgrf988tu0t0j58d9hptd06u57qlms,0,0,,,1,340000000,eb3557e46ba597d6f7fdb0f14fd903494e75f1eb7ca87696e15b5fae,False,False,251799695,0.05,False,,251799695,500000000,0,1752758119,,0,0,0,0,0,0,0,0,0,0,,0,True
37270858,pool1kl2vuauwfc5k0avf874ym5tcm04ywa22frleszhujeccj4va3lt,0,0,n,15,3,340000000,b7d4ce778e4e2967f5893faa4dd178dbea47754a48ff980afc967189,False,False,37270858,0.05,False,n/a,7638638,0,0,1751937083,,0,0,0,0,0,0,0,0,0,0,N/A,0,True
37270858,pool1qtscx3ge0rgmpffgqen5uup8r8tnav7a2veduweskqx7gf8gjec,0,0,n,14,3,340000000,02e183451978d1b0a52806674e702719d73eb3dd5332de3b30b00de4,False,False,37270858,0.05,False,n/a,7638638,0,0,1751936892,,0,0,0,0,0,0,0,0,0,0,N/A,0,True
12135629055547,pool1f776th42gqa5ammpj738evvnlga5jk4ll0gr4uupkrqnqpjsfyt,3,4,,,2,10000000000,4fbda5deaa403b4eef6197a27cb193fa3b495abffbd03af381b0c130,False,False,12138767319243,1,False,,8413557818,0,8037115514,1751592918,,0,0,0,0,0,0,0,0,0,0,,37,True
4759195068,pool1xpeupsjcwntlt78ak74kk9ymfhn2pac000yu9dp42qlpz58f0un,0,0,,,5,170000000,3073c0c25874d7f5f8fdb7ab6b149b4de6a0f70f7bc9c2b435503e11,False,False,8425151075,0,True,BAT Community Stake Pool,422924693,420690000,0,1751367881,,0,0,0,0,0,0,0,0,0,0,BAT,0,True
5284943385,pool1fhrhklkcqy5mlygak5hszc3phplq7qq5a6wn30hjrv4e6ydrl9g,0,0,,,3,340000000,4dc77b7ed80129bf911db52f016221b87e0f0014ee9d38bef21b2b9d,False,False,6933583812,0.005,False,AnimePool,4997129522,1000000000,0,1751253732,,0,0,0,0,0,0,0,0,0,0,ANIME,0,True
259155994644,pool1v8gvy6tjp8x8wg5h4jw20p9up04lxgw0l0lgery9mz4h7h9x25n,0,3,,,39,170000000,61d0c2697209cc772297ac9ca784bc0bebf321cffbfe8c8c85d8ab7f,False,False,248632947209,0,False,300,207293072,1000000,340000000,1749928743,,706969055,0.0128,0,0.0128,0.0128,0,0,0.0128,0.0128,0.0128,300,4,True
58094519220526,pool197na7w0h8hjc8wdvwys7nsalhtpctefa3m23udeqxpfk6nzq8l9,10,8,n,13,3,340000000,2fa7df39f73de583b9ac7121e9c3bfbac385e53d8ed51e372030536d,False,False,38111606138595,0.03,False,n/a,5336106879,0,5326802035,1749758888,,106273265900,0.0195,0,0.0195,0.0195,0.0122,0.0154,0.0195,0.0195,0.0195,N/A,390,True
50084017150539,pool1j6xfryctrxm4aplw3vnrtgfsvqdr35exenxqse5kzxmfue7qqmr,12,8,n,12,2,340000000,968c91930b19b75e87ee8b2635a130601a38d326cccc08669611b69e,False,False,50106682388348,0.03,False,n/a,5188508013,0,5179006135,1749758851,,101494531815,0.0196,0,0.0196,0.0196,0.0105,0.0148,0.0196,0.0196,0.0196,N/A,365,True
50092060000087,pool1q5q3rld4nll02w8sqhf9582jcf22t99yt27z0pqksvpnv4rdra9,15,8,n,11,2,340000000,050111fdb59ffef538f005d25a1d52c254a594a45abc278416830336,False,False,50115422629829,0.03,False,n/a,5451087839,0,5441285411,1749758655,,109974895038,0.0215,0,0.0215,0.0215,0.0157,0.0183,0.0215,0.0215,0.0215,N/A,381,True
50082265747942,pool1y6gnk7t3n6rvpr67f68mehxgqs5x24n0esz9l5j7m4aqzn4e0qw,15,8,n,10,2,340000000,26913b79719e86c08f5e4e8fbcdcc8042865566fcc045fd25edd7a01,False,False,48701096142747,0.03,False,n/a,5020736961,0,5011466422,1749758307,,96077414408,0.0192,0,0.0192,0.0192,0.0115,0.0157,0.0192,0.0192,0.0192,N/A,357,True
52682954908115,pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,11,8,n,9,2,340000000,7968d7e067205f0cff731c174bcf893cb1fd33f637c6a96ac0a9b408,False,False,51805620958549,0.03,False,n/a,5156681357,0,5147210949,1749757992,,100466487426,0.0190,0,0.0190,0.0190,0.0135,0.0156,0.0190,0.0190,0.0190,N/A,369,True
247639650,pool10vgnav004xgw03qkqfy6864zq53lzjkcf0syeu4g3uj8xaytlm8,0,0,piertwo.com,1,1,170000000,7b113eb1efa990e7c4160249a3eaa20523f14ad84be04cf2a88f2473,False,False,247639650,0.08,False,Pier Two,247639650,100000000,0,1749686976,,0,0,0,0,0,0,0,0,0,0,Pier2,0,True
728911990716,pool1z4f2vmmwckcm6c4fmhn3vmymhsg8gjukx5905g54hlhqs9kaht9,1,4,,,30,170000000,1552a66f6ec5b1bd62a9dde7166c9bbc10744b96350afa2295bfee08,False,False,806052775208,0.015,False,LivingInn Stake Pool,50822071227,50000000000,523360285,1749400138,,877325493,0.0151,0,0.0151,0.0151,0,0,0.0151,0.0128,0.0151,LIVIN,5,True
450053587794,pool1n9sygh53tantskvg6fadljx95tt6s57y5d9wuahcke0lgkguyeq,0,3,,,2,340000000,9960445e915f66b85988d27adfc8c5a2d7a853c4a34aee76f8b65ff4,False,False,450402284445,0.005,False,NEW BREED POOL,2131741844,500000000,1021895607,1749185561,,377226009,0.0086,0,0.0086,0.0086,0,0.0196,0.0086,0.0100,0.0086,NBD,4,True
378155562,pool1m4njkh73pdj90xxkgaz9dnh7gffweeupft8nfurlntg6cgqfmy8,0,0,piertwo.com,0,3,170000000,dd672b5fd10b645798d6474456cefe4252ece7814acf34f07f9ad1ac,False,False,378155562,0.01,False,Pier Two,150000000,100000000,0,1749093750,,0,0,0,0,0,0,0,0,0,0,Pier2,0,True
7979240965,pool1ra2su7cvnmr83pu9nvvz4a9carsgc9egc3e5fuk7h9pycyp5ela,0,0,ledger.com,9,8,170000000,1f550e7b0c9ec67887859b182af4b8e8e08c1728c47344f2deb9424c,False,False,38499407686,0.06,False,Ledger by Figment 4,4843326,2000000,0,1749056468,,0,0,0,0,0,0,0,0,0,0,LBF4,0,True
7817950,pool1fza7ms33y7mnq63etrgz0caqhaw2tsxme0gp52ltv9wwgwurged,0,0,wavepool.digital,15,1,340000000,48bbedc23127b7306a3958d027e3a0bf5ca5c0dbcbd01a2beb615ce4,False,False,7817950,0.04,False,WPBJ,7817950,5000000,0,1748637571,,0,0,0,0,0,0,0,0,0,0,WPBJ5,0,True
1080419061952,pool1q8fqknvzyj9p4ezhxqdghlc7rnmwvwuku9eevgvl25cpjy385gg,0,8,,,205,170000000,01d20b4d82248a1ae457301a8bff1e1cf6e63b96e17396219f553019,False,False,1064151248433,0,False,Porto Cripto Pool 🇧🇷 🇵🇹,11246226981,10000000000,1190000000,1748132402,,3370266553,0.0207,0,0.0207,0.0207,0.0174,0.0115,0.0207,0.0214,0.0207,PORTO,15,True
264588792692,pool1c3fjkls7d2aujud8y5xy5e0azu0ueatwn34u7jy3ql85ze3xya8,0,4,cardanians.io,7,8,340000000,c4532b7e1e6abbc971a7250c4a65fd171fccf56e9c6bcf489107cf41,False,False,260294831519,0.04,False,Cardano Yoda Pool,65599261410,10000000000,1361660482,1747828303,,39851638,0.0014,0,0.0014,0.0014,0,0.0009,0.0014,0.0013,0.0014,MANDA,4,True
84168002698,pool18mtj9n5sgxw6jqsq3jzl732h6yalfkx8e9249z2d5rs8smduvcv,0,1,,,6,170000000,3ed722ce90419da902008c85ff4557d13bf4d8c7c95552894da0e078,False,False,84168002698,0,False,FluffPool,50802542890,50000000000,170000000,1747487927,,179947052,0.0146,0,0.0146,0.0146,0.0791,0.0521,0.0146,0.0268,0.0146,FLUFF,1,True
25251249220650,pool1wr79nyuty7wjgkey5vlfx9rn0x5ecxgge5mq45fpftqhye2shc0,9,11,ledger.com,8,4,170000000,70fc59938b279d245b24a33e93147379a99c1908cd360ad1214ac172,False,False,25261012707781,0.02,False,Bitvavo by Figment 4,5191783,2000000,3125870238,1747324959,,78197641873,0.0224,0,0.0224,0.0224,0.0082,0.0127,0.0224,0.0202,0.0224,BTV4,268,True
302461296687,pool1eg6k5zz4ndk6a3sa3z7ug97y84ghj0zljs26zkhthzzkw3p82ew,0,2,,,7,340000000,ca356a08559b6daec61d88bdc417c43d51793c5f9415a15aebb88567,False,False,302482336902,0.03,False,POEM stake pool,11055013,10000000,340305013,1747136070,,9862117,0.0002,0,0.0002,0.0002,0,0.0008,0.0002,0.0004,0.0002,POEM,2,True
1343953686809,pool12hhrd4azpps5jxppcqs2pgtylatg7xkhaqmnetgv2988k3t4drf,0,8,adafrog.io,9,16,340000000,55ee36d7a20861491821c020a0a164ff568f1ad7e8373cad0c514e7b,False,False,1397328781959,0.0249,False,YAM Pool,500000000,500000000,2792763388,1746710841,,2849461194,0.0142,0,0.0142,0.0142,0,0.0061,0.0142,0.0093,0.0142,YAM,16,True
3948466941387,pool1lx7hdfz430vmrwhkrdgxu8c0xclffltavmkejpqzzz4ax0lnfvd,3,7,,,26,170000000,f9bd76a4558bd9b1baf61b506e1f0f363e94fd7d66ed99040210abd3,False,False,3960061459735,0,False,Midnight · 0% Fees ✓,1003808319,1000000000,850000000,1745873665,,4745720814,0.0174,0,0.0174,0.0174,0.0162,0.0174,0.0174,0.0176,0.0174,NIGHT,27,True
598078359,pool1j045vdrzmj3hl36p50c6mhhpwtu2q7cmecnrqjuqq0khja02sr0,0,0,,,5,340000000,93eb463462dca37fc741a3f1addee172f8a07b1bce26304b8003ed79,False,False,541048457,0.005,False,Bids N Buys Stake Pool,110780331,100000000,0,1745480894,,0,0,0,0,0,0,0,0,0,0,BNB,0,True
1192256424202,pool1a6wdglfp93m2z4nhptx9xhjazgyqusjpu387gdrp899cj98yuqq,0,11,,,5,340000000,ee9cd47d212c76a156770acc535e5d12080e4241e44fe43461394b89,False,False,1192256424202,0.05,False,HyvenBlock,12800217202,9500000000,3600457196,1745073121,,3808686827,0.0159,0,0.0162,0.0159,0.0003,0.0141,0.0159,0.0245,0.0159,HYVEN,22,True
12117198888316,pool1c60f68y8406zjmacluvcu8c0krgngp6h2qkkqhdz4mtl62ns0dq,5,19,,,14,500000000,c69e9d1c87abf4296fb8ff198e1f0fb0d1340757502d605da2aed7fd,False,False,12095498345503,0.99994,False,MYUJK Pool,1096761545,1000000000,72190398582,1744865397,,3821663,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MYUJK,223,True
28978630850883,pool1xlra52x2es7dmsvpmcp2922h89h346awe7yuu664e50yvrzaaqe,13,20,ranket2.github.io,2,11,20000000000,37c7da28cacc3cddc181de02a2a957396f1aebaecf89ce6b55cd1e46,False,False,28969882722921,0.9999,False,COINTAX,505883572,100000000,175711433201,1744769262,,0,0,0,0,0,0,0,0,0,0,CTAX,542,True
2395856032837,pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf,0,16,socious.io,1,29,2000000000,744c4814bd39b6ec3a19aac0106c800089619138abbd86325c8664f6,False,False,2390449404908,0.9999,False,Socious THANK Pool,1495641463,0,9918773677,1744624438,,0,0,0,0,0,0,0,0,0,0,THANK,29,True
999110614085,pool13nn6lk6dx5ww95h5qqeeazyp074j7en8e6qszq62rtj9wcx522z,0,10,,,7,170000000,8ce7afdb4d351ce2d2f400339e88817fab2f6667ce8101034a1ae457,False,False,999817822739,0.02,False,Meria,558766372,1000000,1721451308,1744383221,,3954010105,0.0143,0,0.0126,0.0143,0,0,0.0143,0.0083,0.0143,MERIA,18,True
2752810626498,pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,1,15,,,91,170000000,397e9bfba2e30dc7dc90b3bb7986341af227ec5786f9fcc7d550632b,False,False,2526273979750,0,False,SEBI,1012470893,1000000000,2210000000,1744287989,,9118521814,0.0159,0,0.0165,0.0164,0.0233,0.0154,0.0159,0.0188,0.0159,SEBI,35,True
16134908126961,pool1a0kp4vl4fh0p0rs8s08rm7qq3vkj3epwraayk3sdgm8sz0zwt7t,4,20,biglazycat.com,1,593,170000000,ebec1ab3f54dde178e0783ce3df8008b2d28e42e1f7a4b460d46cf01,False,False,16990833316558,0,False,BigLazyCat2,4130061759,1000000000,3060000000,1744250276,,66907466675,0.0216,0,0.0206,0.0216,0.0139,0.0154,0.0216,0.0195,0.0216,BLC2,213,True
74000001000000,pool1a5ld0eulnjxwpg6qyjs6hxzqwj0esft7k0qsf6nj8pkfxy5lml3,11,2,,,1,340000000,ed3ed7e79f9c8ce0a34024a1ab9840749f98257eb3c104ea72386c93,False,False,74000001000000,1,False,,74000001000000,73000000000000,0,1743170338,,0,0,0,0,0,0,0,0,0,0,,78,True
74033839802858,pool1cxjqg6nn588ura2rx4uptwprgzw82j89j2gjguwhtun4ypw2sh4,30,22,,,1,340000000,c1a4046a73a1cfc1f543357815b823409c7548e592912471d75f2752,False,False,74000216200000,1,False,,74000216200000,73000000000000,658184320571,1743170014,,0,0,0,0,0,0,0,0,0,0,,1544,True
131788338823,pool1j0ys5378p896epefs0q2ehx3h9rrd4gupd33adkza7g3q02f6np,0,9,,,7,170000000,93c90a47c709cbac872983c0acdcd1b94636d51c0b631eb6c2ef9110,False,False,168963227228,0,False,LaoBai 老白- 0% fee,11756286004,10000000000,1530000000,1743114495,,3807048659,0.0220,0,0.0265,0.0235,0,0,0.0220,0.0062,0.0220,LBAI,15,True
1121059518004,pool1e984zjl55jxym2v57f4axfss0geg0qundlhcmmwlj8ekqrk5e62,0,11,,,2,170000000,c94f514bf4a48c4da994f26bd326107a328783936fef8deddf91f360,False,False,1121308042038,0,False,MOLEHOLE,5340470827,1500000000,3755619575,1743095634,,118539862,0.0005,0,0.0006,0.0005,0.0001,0.0001,0.0005,0.0001,0.0005,MOLEH,13,True
941087371911,pool1qeqylk3pnenvt3j4mah2dafcnd3h8uc3fqhvfzrxlxf3xuvdvvp,0,14,no-tax.biz,1,2,340000000,06404fda219e66c5c655df6ea6f5389b6373f311482ec48866f99313,False,False,942133462902,0.9999,False,LILIE Stake Pool,1892955315,750000000,6037974443,1743062797,,161820,0.0000,0,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,LILIE,19,True
721080377,pool1gn4vygcs9trs7pzzdcwv6djr69eq5ux8dmwy028zk5vhcpgn8ty,0,0,,,2,340000000,44eac223102ac70f04426e1ccd3643d1720a70c76edc47a8e2b5197c,False,False,721080377,0.01,False,哪吒矿池,204237406,100000000,0,1742811739,,0,0,0,0,0,0,0,0,0,0,NEZHA,0,True
7832808035,pool10hua8csg69l59hv4v48fpzcap726l48g77kckdg27zm5v349p69,0,0,,,5,170000000,7df9d3e208d17f42dd95654e908b1d0f95afd4e8f7ad8b350af0b746,False,False,42468253455,0,False,TerraTrust,7642189688,5000000000,0,1742674798,,0,0,0,0,0,0,0,0,0,0,TERRA,0,True
19080362401518,pool1fuu0vcmzc28lqm09m4j3llg64ghf9j36tcsp9vcy3kpnz9pg9hn,10,24,quarashi777.github.io,1,9,170000000,4f38f66362c28ff06de5dd651ffd1aaa2e92ca3a5e2012b3048d8331,False,False,19088041939999,1,False,AID POOL,129308470588,80000000,129211775483,1742478845,,0,0,0,0,0,0,0,0,0,0,AID,394,True
74030068698106,pool1kphkk90f2mculhcndpdd3a7ukvptzqrgyr9jtuvw6c5z2dptuph,19,22,,,1,340000000,b06f6b15e956f1cfdf13685ad8f7dcb302b1006820cb25f18ed62825,False,False,74001376722102,1,False,,74001376722102,73000000000000,665548513745,1742472665,,0,0,0,0,0,0,0,0,0,0,,1560,True
74037210678077,pool1ntlyr9hrrdg3gpdkmr267hq46ys2rlj5y25dzx3reuecgd7p5sh,24,22,,,1,340000000,9afe4196e31b511405b6d8d5af5c15d120a1fe5422a8d11a23cf3384,False,False,74000000831419,1,False,,74000000831419,73000000000000,654216172625,1742472257,,0,0,0,0,0,0,0,0,0,0,,1531,True
7199657266388,pool1hx4wc45qhhychdvquhem0q3madcs2mp4r0wllk70zkpxz7jhyf4,6,22,,,1,340000000,b9aaec5680bdc98bb580e5f3b7823beb71056c351bddffdbcf158261,False,False,7186709895328,1,False,,7186709895328,0,143061712064,1742471775,,0,0,0,0,0,0,0,0,0,0,,416,True
4557696374000,pool1nffpy6r7l4ueeedzvvzsta2vty9g6mtet6huuhfzyvndkwd35dl,2,10,thc-room335.com,6,33,340000000,9a5212687efd799ce5a2630505f54c590a8d6d795eafce5d222326db,False,False,4560262083900,0,False,ADA Labo,105694619,100000000,2720000000,1742373825,,8830739835,0.0160,0,0.0164,0.0163,0.0199,0.0171,0.0160,0.0165,0.0160,ALAB,38,True
27980440725,pool158je65d93ghx2sedvazczpxjvnx0k6mwxwup8vv6uxnz2x0xal4,0,1,,,2,340000000,a1e59d51a58a2e65432d67458104d264ccfb6b6e33b813b19ae1a625,False,False,27980440725,0.01,False,Samos Staking,1121419010,1100000000,340152676,1742135318,,15114928,0.0017,0,0.0033,0.0022,0,0,0.0017,0,0.0017,SAMOS,1,True
7369348031887,pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,2,26,thc-room335.com,5,35,340000000,785b5ab754a1f43fb56d173873e7db9d6069616c6da1b5be93981220,False,False,7362248307784,0.9999,False,Rama DeFi Bangkok,129787221,100000000,97720457711,1742054171,,9262984,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,RDB,288,True
1096386936461,pool1xmtmp6cmmmaatkn3jd9dlht8xjyf7xnqmrurs59kj2ygxuz2jkd,0,13,,,5,345000000,36d7b0eb1bdefbd5da71934adfdd6734889f1a60d8f83850b6928883,False,False,1096735633112,0.15,False,Nirvana,5934641762,500000000,4531565987,1741852374,,2218873964,0.0060,0,0.0035,0.0070,0,0.0001,0.0060,0.0035,0.0060,NRVN,20,True
513640530,pool1wez7d86xlurc8cr7v8qehx7z7qdyegjwyvcawjjsj2dxvagadgy,0,0,,,1,345000000,7645e69f46ff0783e07e61c19b9bc2f01a4ca24e2331d74a50929a66,False,False,513467241,0.08,False,,513467241,100000000,0,1741608516,575,0,0,0,0,0,0,0,0,0,0,,0,True
11467459574640,pool14mhf0xtx45a8979mcnad8upas8apwal4nfqd95arv4wlsuk6m9q,2,26,wavepool.digital,14,4,340000000,aeee979966ad3a72f8bbc4fad3f03d81fa1777f59a40d2d3a3655df8,False,False,11372399196388,0.04,False,GMO Coin Staking Pool,11300733910606,10000000000000,11933861368,1741225843,,90572673068,0.0212,0,0.0209,0.0206,0.0124,0.0193,0.0212,0.0241,0.0212,GMO2,296,True
91358376415,pool1k5a5e3ylva34qpmwdywv7fn75wt3gzv423e9uw2vmw5rqjc2q7t,0,0,,,3,170000000,b53b4cc49f676350076e691ccf267ea39714099554725e394cdba830,False,False,91358376415,0,False,MaxCardano🚀🚀0% Fees🚀🚀,40544709898,500000000,0,1740866295,,0,0,0,0,0,0,0,0,0,0,MAXC,0,True
608742826387,pool1p00qq8zftf8m2ll0r9d24fx6tq7yzxzy5teltpswl7zew5m7nqp,0,3,,,52,340000000,0bde001c495a4fb57fef195aaaa4da583c411844a2f3f5860eff8597,False,False,593319688851,0.02,False,Talos Stake Pool,5900398440,5000000000,1034577777,1740531902,,714311103,0.0009,0,0.0034,0.0017,0.0206,0.0137,0.0009,0.0069,0.0009,TALOS,5,True
518512949,pool1yu9y9qvqu2d399qvzcy2ugnrsw4vh8uzsufq8jhyfrsjk563jqc,0,0,,,1,340000000,270a428180e29b12940c1608ae226383aacb9f82871203cae448e12b,False,False,518512949,0.02,False,ViHorsePool,518512949,500000000,0,1740248517,,0,0,0,0,0,0,0,0,0,0,VHOSS,0,True
211706215829,pool1qm06f4n2hwgeqzm9lsc3rdyqcsvtt2d7z76carwxjv0e274mu24,0,6,ecopool.io,1,10,340000000,06dfa4d66abb91900b65fc3111b480c418b5a9be17b58e8dc6931f95,False,False,211706215829,0.009,False,ECO Pool Two,5086924010,5000000000,1700674799,1740171643,,74303015,0.0011,0,0.0010,0.0010,0,0,0.0011,0.0005,0.0011,ECO,6,True
10430496308,pool12p907u2s7hh84cn8xn26h8ytdtftrv4u8fe6xznl4xasvckxd8r,0,0,,,5,300000000,504aff7150f5ee7ae26734d5ab9c8b6ad2b1b2bc3a73a30a7fa9bb06,False,False,10430496308,0.01,False,APL,185658421,100000000,0,1739636340,,0,0,0,0,0,0,0,0,0,0,APL,0,True
27589827845751,pool1m06dl8dfcy6d0475fanf0mtnnp2tzhw8rarums042q3jux23q0j,2,32,bitcoinsuisse.com,2,380,170000000,dbf4df9da9c134d7d7d44f6697ed739854b15dc71f47cdc1f550232e,False,False,27449010012517,1,False,BitcoinSuisse01,338198163478,100000000,338089781299,1739441268,,0,0,0,0,0,0,0,0,0,0,BTCS,971,True
31109707750,pool15jh849vks9mctm28xe6kgz682vnlu0pzawvftl7ltjtvwpwp59s,0,0,,,2,170000000,a4ae7a9596817785ed473675640b475327fe3c22eb9895ffdf5c96c7,False,False,31108395347,0.03,False,Guava Pool,5116737985,5000000000,0,1739153563,,0,0,0,0,0,0,0,0,0,0,GUAVA,0,True
5028762563351,pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft,1,5,dappcentral.net,7,44,340000000,89858b765180d1f68f5e6da063fab23663829a785568620eb50fb0d3,False,False,5482072795315,0.025,False,Late Game Crypto,5007668133,5000000000,732862081,1739067888,,2411781981,0.0079,0,0.0088,0.0085,0.0077,0.0100,0.0079,0.0094,0.0079,LGC,13,True
101148331059,pool1wlzug8x3xu6dy60pdj6mrkcpvc0fa0cjje6fzxegl4f8ua97dvw,0,1,,,8,170000000,77c5c41cd13734d269e16cb5b1db01661e9ebf129674911b28fd527e,False,False,101148331059,0.03,False,TIPFS - Tokens for IPFS storage,100460144794,100000000000,175705133,1739056192,,184465996,0.0043,0,0,0.0074,0,0,0.0043,0,0.0043,TIPFS,1,True
760372987709,pool1ktkhv4sw2y68d4xgfg9sjw829kejnvnh5zajq6g7jycry6cd7h5,0,19,,,95,340000000,b2ed76560e513476d4c84a0b0938ea2db329b277a0bb20691e913032,False,False,818707838183,0.99,True,Empowa LSPO,50717841056,50000000000,8543521015,1738766515,,24480020,0.0001,0,0.0001,0.0001,0.0000,0.0000,0.0001,0.0000,0.0001,EMPL,25,True
21173630474100,pool130c3kgpkjctag540j7sxqfrlhsmpc6d8u0n7j6crm9ayy75mkpt,2,35,,,4,20000000000,8bf11b20369617d452af97a060247fbc361c69a7e3e7e96b03d97a42,False,False,21179906646746,0.9999,False,TOIRO Pool,6472938151,100000000,241600288516,1738489114,,0,0,0,0,0,0,0,0,0,0,TOIRO,699,True
74029589860646,pool1yyar66t9fw9dscj8huhredgwplcnf22zq7q7vugur0t5c9nzt97,24,16,,,1,340000000,213a3d69654b8ad86247bf2e3cb50e0ff134a9420781e6711c1bd74c,False,False,74000000831067,1,False,,74000000831067,73000000000000,458990472836,1737449925,,0,0,0,0,0,0,0,0,0,0,,1095,True
0,pool1hv59awqky90plv68xun2k3rd7jqfe5y2c4ry8f7p0x9pxhd7wqr,0,0,,,1,340000000,bb285eb816215e1fb3473726ab446df4809cd08ac54643a7c1798a13,False,False,0,1,False,,0,73000000000000,0,1737449862,,0,0,0,0,0,0,0,0,0,0,,0,True
637670134157,pool1ht35ft8az9k9u7gnc2yut7usj96he5mqngthunyf2kmnsl2kmed,1,15,,,6,170000000,bae344acfd116c5e7913c289c5fb9091757cd3609a177e4c8955b738,False,False,628798201107,0.03,False,cPoker,102277713233,100000000000,2470137041,1737398810,,2914431204,0.0120,0,0.0101,0.0079,0,0.0067,0.0120,0.0033,0.0120,POKER,16,True
42768792058413,pool18xu4fh88v4naq5u3x9ya5aevfkrfd7a8a4gw6sejdvjnsrpud2a,12,32,stake1u8ww9v63kydymm7hslk4mxyte36str9ehdz06lzsu5r4jlq0e2shk,1,1,340000000,39b954dce76567d053913149da772c4d8696fba7ed50ed43326b2538,False,False,42752345544443,1,False,,42752345544443,0,391882883586,1737323153,,0,0,0,0,0,0,0,0,0,0,,1138,True
209744350921,pool1ksye6zwlzaytspldngc3966aj79zkjvmkykydu2txay75c0krfp,0,0,,,58,170000000,b4099d09df1748b807ed9a3112eb5d978a2b499bb12c46f14b3749ea,False,False,205812340024,0.01,True,The Dutch Stake Pool,3594223452,3500000000,0,1736954992,,0,0,0,0,0,0,0,0,0,0,TDSP,0,True
3300667044,pool1rf2q4a04tgrwpuj5xg4sf0dj737ytaqs8s6yuyps55r6s87x7v7,0,0,,,4,340000000,1a540af5f55a06e0f254322b04bdb2f47c45f4103c344e1030a507a8,False,False,3300667044,0.01,False,Cryptopian,1000986218,1000000000,0,1736621251,,0,0,0,0,0,0,0,0,0,0,CPTN,0,True
24401699929073,pool153sc4fct34a680nyfj4084w8dpax6c0zt0js8zqvg3sj7wtk486,4,38,,,49,340000000,a4618aa70b8d7ba3be644caaf3d5c7687a6d61e25be503880c44612f,False,False,24405193232618,0.03,False,SASA Stake Pool2,96244450,80000000,20187807767,1736395814,,256979118359,0.0232,0,0.0225,0.0231,0.0133,0.0143,0.0232,0.0199,0.0232,SASA2,801,True
177164637973,pool1kftku3r6truhvjm75gsh9pm33zfv7nuwas88m5sxqqknyyj82gf,0,1,,,43,170000000,b2576e447a58f9764b7ea2217287718892cf4f8eec0e7dd206002d32,False,False,177347059154,0.01,False,NORBY,579724864,500000000,171967789,1736256534,,194811136,0.0027,0,0,0,0,0,0.0028,0,0.0027,NORBY,1,True
106406228253,pool18mnua97ndq302yw2c6aaw6msx5rgf79mfnk4xe5y92tvjl45etl,0,2,,,20,170000000,3ee7ce97d36822f511cac6bbd76b70350684f8bb4ced5366842a96c9,False,False,148338048329,0,False,Cahli Pool,2000396964,2000000000,340000000,1735855484,,367512114,0.0402,0,0.0383,0.0660,0,0,0.0438,0.0486,0.0402,CAHLI,2,True
37153809158987,pool1nhhsh9yhlrvj9e3nce0zpx0xm2xlt6tx7gqakhr6hjc8wy84sat,15,39,stake1uxlhuz4u3qn8kvu00v70wxde8ul2w473krvlekrgee49yjcp9mad8,4,2260,340000000,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,False,False,37122262770591,0.1,False,,0,0,51929508970,1735845425,,354145580861,0.0214,0,0.0192,0.0202,0.0104,0.0167,0.0215,0.0176,0.0214,,1186,True
332645379776,pool17am8pt0vu7zp8du7edlnz7x9sq4pln22rsn802gkr062vtp6fdp,0,13,hodlerstaking.com,1,32,170000000,f77670adece78413b79ecb7f3178c5802a1fcd4a1c2677a9161bf4a6,False,False,332991819843,0,False,Mithril ▫ 0% fee,11200064126,2001000000,2040000000,1735761917,,3735855231,0.0189,0,0.0080,0.0078,0,0.0149,0.0190,0.0153,0.0189,HODLR,17,True
